Date,y_true,y_pred,Store
2015-06-26,6222,6098.8696,3
2015-06-27,5156,4643.4404,3
2015-06-28,0,111.77737,3
2015-06-29,10243,11388.988,3
2015-06-30,13261,10216.401,3
2015-07-01,8311,8145.905,3
2015-07-02,7450,7971.3804,3
2015-07-03,8149,7854.037,3
2015-07-04,4482,4539.1167,3
2015-07-05,0,69.495636,3
2015-07-06,6736,5784.5586,3
2015-07-07,6180,9616.392,3
2015-07-08,6347,5935.1274,3
2015-07-09,6613,5716.303,3
2015-07-10,6316,6070.787,3
2015-07-11,4011,4317.233,3
2015-07-12,0,66.281204,3
2015-07-13,9462,11281.876,3
2015-07-14,8625,9348.202,3
2015-07-15,8663,8553.173,3
2015-07-16,7909,8386.811,3
2015-07-17,6679,7957.9204,3
2015-07-18,4258,4095.781,3
2015-07-19,0,-20.542236,3
2015-07-20,5798,5445.878,3
2015-07-21,5600,5470.143,3
2015-07-22,5414,5452.7446,3
2015-07-23,5702,5371.2534,3
2015-07-24,5080,5753.53,3
2015-07-25,3878,4308.556,3
2015-07-26,0,-29.948116,3
2015-07-27,8107,10058.923,3
2015-07-28,8864,7780.366,3
2015-07-29,7610,8429.741,3
2015-07-30,8977,7767.0967,3
2015-07-31,8314,8097.343,3
2015-06-08,9640,8840.856,4
2015-06-09,8002,7746.6934,4
2015-06-10,7445,8338.714,4
2015-06-11,7407,7659.006,4
2015-06-12,7889,8787.178,4
2015-06-13,9779,9727.03,4
2015-06-14,0,83.84045,4
2015-06-15,12398,12991.804,4
2015-06-16,10671,10527.873,4
2015-06-17,9685,10234.143,4
2015-06-18,8880,9795.168,4
2015-06-19,9686,9501.52,4
2015-06-20,9374,10026.552,4
2015-06-21,0,83.97715,4
2015-06-22,9118,8622.772,4
2015-06-23,7635,8397.35,4
2015-06-24,8048,7761.1,4
2015-06-25,7111,8052.6626,4
2015-06-26,7684,8484.002,4
2015-06-27,8989,10254.517,4
2015-06-28,0,83.97715,4
2015-06-29,11692,13017.749,4
2015-06-30,13106,10706.071,4
2015-07-01,11216,11535.44,4
2015-07-02,10323,10548.128,4
2015-07-03,11543,10353.0205,4
2015-07-04,9358,10214.754,4
2015-07-05,0,67.105446,4
2015-07-06,9967,8663.979,4
2015-07-07,8127,8144.994,4
2015-07-08,8620,7721.3516,4
2015-07-09,9093,8740.805,4
2015-07-10,9177,8441.86,4
2015-07-11,10996,9657.553,4
2015-07-12,0,0.6104406,4
2015-07-13,13550,13549.747,4
2015-07-14,12315,11656.995,4
2015-07-15,11126,10491.644,4
2015-07-16,11432,10335.986,4
2015-07-17,10514,10789.176,4
2015-07-18,9703,10032.313,4
2015-07-19,0,5.1147776,4
2015-07-20,10283,8540.059,4
2015-07-21,9176,8033.1133,4
2015-07-22,8503,7754.352,4
2015-07-23,7286,7641.2866,4
2015-07-24,8322,7865.903,4
2015-07-25,9322,9826.2,4
2015-07-26,0,76.830986,4
2015-07-27,11812,13507.097,4
2015-07-28,10275,10457.837,4
2015-07-29,10514,10351.252,4
2015-07-30,10387,10565.826,4
2015-07-31,13995,10795.654,4
2015-06-08,4260,4187.2676,5
2015-06-09,3999,4156.4917,5
2015-06-10,4191,4492.347,5
2015-06-11,4082,3964.6467,5
2015-06-12,4329,4321.364,5
2015-06-13,2156,2108.6687,5
2015-06-14,0,86.38474,5
2015-06-15,7808,7742.0596,5
2015-06-16,6354,6322.995,5
2015-06-17,5632,6180.3525,5
2015-06-18,4924,5225.607,5
2015-06-19,5711,5210.4937,5
2015-06-20,2088,2237.7874,5
2015-06-21,0,86.38474,5
2015-06-22,3827,4308.746,5
2015-06-23,3697,4110.224,5
2015-06-24,4134,4245.869,5
2015-06-25,3325,4097.679,5
2015-06-26,3799,4421.4062,5
2015-06-27,1876,2102.8706,5
2015-06-28,0,88.44601,5
2015-06-29,7623,7442.3374,5
2015-06-30,6635,6136.7656,5
2015-07-01,6253,6529.701,5
2015-07-02,6035,5408.692,5
2015-07-03,4475,5603.5806,5
2015-07-04,2240,2093.6191,5
2015-07-05,0,78.763084,5
2015-07-06,4328,4121.506,5
2015-07-07,4036,4197.7134,5
2015-07-08,4990,4338.884,5
2015-07-09,4601,4137.0063,5
2015-07-10,4252,4294.3223,5
2015-07-11,2023,2103.4385,5
2015-07-12,0,87.44591,5
2015-07-13,7425,7521.771,5
2015-07-14,6144,6157.052,5
2015-07-15,6323,6233.2354,5
2015-07-16,4963,5501.84,5
2015-07-17,4355,5419.5874,5
2015-07-18,2108,2109.73,5
2015-07-19,0,87.44591,5
2015-07-20,4183,4056.982,5
2015-07-21,3497,3914.4187,5
2015-07-22,3595,4354.1187,5
2015-07-23,3713,3894.953,5
2015-07-24,3815,4111.368,5
2015-07-25,2030,2098.7573,5
2015-07-26,0,87.44591,5
2015-07-27,7059,7592.5044,5
2015-07-28,6083,6148.667,5
2015-07-29,5899,6160.3125,5
2015-07-30,4943,5575.4985,5
2015-07-31,4822,5056.7163,5
2015-06-08,4426,4406.439,6
2015-06-09,4223,4261.975,6
2015-06-10,4326,4324.979,6
2015-06-11,4047,4085.3906,6
2015-06-12,4070,4659.64,6
2015-06-13,2812,3169.4866,6
2015-06-14,0,9.559943,6
2015-06-15,7147,7164.287,6
2015-06-16,5804,6100.9946,6
2015-06-17,5135,5721.3794,6
2015-06-18,4405,5401.523,6
2015-06-19,5464,5816.5273,6
2015-06-20,2793,3143.4858,6
2015-06-21,0,-5.4777946,6
2015-06-22,3641,4653.4414,6
2015-06-23,3829,4160.449,6
2015-06-24,3970,4167.8496,6
2015-06-25,3861,4086.9802,6
2015-06-26,4215,4492.962,6
2015-06-27,3078,3134.829,6
2015-06-28,0,-17.427774,6
2015-06-29,6995,7289.5303,6
2015-06-30,7427,6718.6416,6
2015-07-01,5804,6389.0913,6
2015-07-02,5335,5732.9746,6
2015-07-03,4594,5803.1416,6
2015-07-04,2979,3134.7053,6
2015-07-05,0,5.018949,6
2015-07-06,4508,4390.25,6
2015-07-07,4021,4294.006,6
2015-07-08,4072,4188.6997,6
2015-07-09,4095,4024.8525,6
2015-07-10,4530,4270.8804,6
2015-07-11,3134,3134.7053,6
2015-07-12,0,-17.427774,6
2015-07-13,6827,6965.691,6
2015-07-14,5758,6233.521,6
2015-07-15,4582,5472.9136,6
2015-07-16,5115,5222.1353,6
2015-07-17,4422,5604.198,6
2015-07-18,2915,3071.6318,6
2015-07-19,0,-64.924034,6
2015-07-20,4301,4258.0205,6
2015-07-21,3720,3938.9539,6
2015-07-22,3469,4072.6943,6
2015-07-23,3482,4017.2795,6
2015-07-24,3804,4131.9893,6
2015-07-25,2892,3055.938,6
2015-07-26,0,-67.40589,6
2015-07-27,5723,6727.4385,6
2015-07-28,4839,6043.6978,6
2015-07-29,5275,5306.735,6
2015-07-30,4790,4942.909,6
2015-07-31,5651,5378.6294,6
2015-06-08,8409,9064.385,7
2015-06-09,8439,8345.3125,7
2015-06-10,6746,8226.895,7
2015-06-11,7106,7912.879,7
2015-06-12,8490,9076.805,7
2015-06-13,6590,6319.3037,7
2015-06-14,0,47.933765,7
2015-06-15,13175,13933.442,7
2015-06-16,11151,11827.449,7
2015-06-17,9041,9584.9795,7
2015-06-18,8955,9352.866,7
2015-06-19,9677,10120.097,7
2015-06-20,5572,6601.931,7
2015-06-21,0,135.92871,7
2015-06-22,7917,8665.718,7
2015-06-23,7861,7921.801,7
2015-06-24,6913,7327.321,7
2015-06-25,6875,7269.2856,7
2015-06-26,7352,8444.262,7
2015-06-27,6519,5935.5986,7
2015-06-28,0,49.182312,7
2015-06-29,13689,13494.312,7
2015-06-30,14838,12804.211,7
2015-07-01,11024,11791.181,7
2015-07-02,10996,10538.6875,7
2015-07-03,11976,10428.017,7
2015-07-04,6559,7229.9736,7
2015-07-05,0,45.194336,7
2015-07-06,10790,8866.146,7
2015-07-07,9207,9872.505,7
2015-07-08,9204,7988.631,7
2015-07-09,9608,7589.137,7
2015-07-10,9499,9066.881,7
2015-07-11,6425,6554.244,7
2015-07-12,0,45.194336,7
2015-07-13,13250,14026.948,7
2015-07-14,12294,11836.398,7
2015-07-15,10095,10652.26,7
2015-07-16,10774,10210.9795,7
2015-07-17,10339,10762.947,7
2015-07-18,6861,6455.568,7
2015-07-19,0,45.194336,7
2015-07-20,10159,9661.843,7
2015-07-21,9169,9467.591,7
2015-07-22,8214,8920.921,7
2015-07-23,9550,8323.483,7
2015-07-24,9203,9153.228,7
2015-07-25,6574,6844.22,7
2015-07-26,0,252.04694,7
2015-07-27,14869,14471.276,7
2015-07-28,12342,13663.687,7
2015-07-29,12074,11482.561,7
2015-07-30,11560,11712.955,7
2015-07-31,15344,11352.036,7
2015-06-08,6142,5647.1157,8
2015-06-09,5273,5403.3354,8
2015-06-10,5246,5178.9473,8
2015-06-11,5703,5730.9736,8
2015-06-12,5474,4871.222,8
2015-06-13,3456,3674.9668,8
2015-06-14,0,-0.6722637,8
2015-06-15,9937,9519.63,8
2015-06-16,8386,7984.879,8
2015-06-17,7751,7401.5786,8
2015-06-18,7302,8158.463,8
2015-06-19,6773,6393.3066,8
2015-06-20,3611,3750.178,8
2015-06-21,0,-0.6722637,8
2015-06-22,4796,5996.7886,8
2015-06-23,5501,5382.7427,8
2015-06-24,5005,5222.3374,8
2015-06-25,5956,5830.3423,8
2015-06-26,5016,5329.63,8
2015-06-27,3611,3718.6694,8
2015-06-28,0,-0.6722637,8
2015-06-29,10444,10032.583,8
2015-06-30,9836,8440.425,8
2015-07-01,8523,8003.0693,8
2015-07-02,8658,8153.386,8
2015-07-03,6535,6862.828,8
2015-07-04,3418,3874.7092,8
2015-07-05,0,-10.28197,8
2015-07-06,6740,5879.9463,8
2015-07-07,5365,6186.192,8
2015-07-08,5322,5252.007,8
2015-07-09,5602,5848.5713,8
2015-07-10,6067,5177.5576,8
2015-07-11,3707,3521.4966,8
2015-07-12,0,-10.28197,8
2015-07-13,9117,10007.166,8
2015-07-14,8845,8328.46,8
2015-07-15,7932,7922.1157,8
2015-07-16,8808,8172.0063,8
2015-07-17,6728,6968.111,8
2015-07-18,3813,3783.7563,8
2015-07-19,0,-39.52355,8
2015-07-20,5956,5344.337,8
2015-07-21,5168,5221.281,8
2015-07-22,4996,5244.83,8
2015-07-23,6109,5709.6553,8
2015-07-24,4917,5110.4824,8
2015-07-25,3288,3390.264,8
2015-07-26,0,-25.4344,8
2015-07-27,8739,9928.591,8
2015-07-28,6717,9163.654,8
2015-07-29,7029,7548.0474,8
2015-07-30,8420,8549.711,8
2015-07-31,8492,6747.746,8
2015-06-08,7884,7264.0874,9
2015-06-09,7033,7330.858,9
2015-06-10,5849,6800.1914,9
2015-06-11,6359,6071.31,9
2015-06-12,6429,6875.2285,9
2015-06-13,6165,6603.4814,9
2015-06-14,0,28.945274,9
2015-06-15,11530,11711.098,9
2015-06-16,9078,8408.24,9
2015-06-17,8045,8832.766,9
2015-06-18,8098,7968.3706,9
2015-06-19,7849,8075.359,9
2015-06-20,6179,7103.537,9
2015-06-21,0,28.945274,9
2015-06-22,6121,7970.329,9
2015-06-23,5714,6731.805,9
2015-06-24,6888,6155.997,9
2015-06-25,6674,6275.3003,9
2015-06-26,6549,6683.4224,9
2015-06-27,7069,6804.5605,9
2015-06-28,0,28.945274,9
2015-06-29,13457,10521.355,9
2015-06-30,10447,8744.065,9
2015-07-01,8490,8989.588,9
2015-07-02,8395,8535.591,9
2015-07-03,8363,8609.999,9
2015-07-04,6223,6774.5176,9
2015-07-05,0,28.945274,9
2015-07-06,7758,7292.955,9
2015-07-07,6940,6980.1606,9
2015-07-08,5621,5905.1104,9
2015-07-09,6285,6043.3105,9
2015-07-10,6007,6479.4316,9
2015-07-11,5076,6925.8794,9
2015-07-12,0,3.0104465,9
2015-07-13,10399,11447.423,9
2015-07-14,7841,8201.927,9
2015-07-15,7013,8158.7095,9
2015-07-16,8113,8021.562,9
2015-07-17,6845,8402.454,9
2015-07-18,5987,6689.6553,9
2015-07-19,0,96.5294,9
2015-07-20,7152,7182.605,9
2015-07-21,5873,6291.946,9
2015-07-22,5649,5843.4272,9
2015-07-23,6471,6103.1924,9
2015-07-24,5464,6715.2407,9
2015-07-25,5330,6274.8066,9
2015-07-26,0,-5.578905,9
2015-07-27,10649,10233.038,9
2015-07-28,8751,8733.323,9
2015-07-29,7776,8855.679,9
2015-07-30,7539,8771.238,9
2015-07-31,8565,8589.037,9
2015-06-08,6428,5810.4023,10
2015-06-09,5299,5566.3003,10
2015-06-10,5853,5379.658,10
2015-06-11,5065,5040.3345,10
2015-06-12,5385,5675.1035,10
2015-06-13,5892,5030.6924,10
2015-06-14,0,43.6185,10
2015-06-15,7902,7706.22,10
2015-06-16,6681,6726.385,10
2015-06-17,6338,6476.477,10
2015-06-18,5829,6137.605,10
2015-06-19,6191,6348.488,10
2015-06-20,4736,5210.3574,10
2015-06-21,0,9.134861,10
2015-06-22,4264,6103.1777,10
2015-06-23,5244,5330.883,10
2015-06-24,4896,5406.0195,10
2015-06-25,5018,4989.6187,10
2015-06-26,4771,5499.75,10
2015-06-27,4595,5057.096,10
2015-06-28,0,9.134861,10
2015-06-29,8057,7586.95,10
2015-06-30,8565,6773.9595,10
2015-07-01,7896,6595.815,10
2015-07-02,6317,6666.351,10
2015-07-03,5915,6132.5312,10
2015-07-04,5120,5143.136,10
2015-07-05,0,-3.8435843,10
2015-07-06,6143,5259.888,10
2015-07-07,5476,5658.4,10
2015-07-08,4865,5074.4917,10
2015-07-09,4871,4934.7495,10
2015-07-10,5747,5306.403,10
2015-07-11,4636,4805.593,10
2015-07-12,0,-6.0225105,10
2015-07-13,6757,7865.1924,10
2015-07-14,7491,6584.5444,10
2015-07-15,6423,6311.5684,10
2015-07-16,6275,6054.918,10
2015-07-17,5356,6446.266,10
2015-07-18,5761,5052.637,10
2015-07-19,0,10.468301,10
2015-07-20,6111,5577.0947,10
2015-07-21,6479,5355.381,10
2015-07-22,5561,5214.047,10
2015-07-23,6401,4927.572,10
2015-07-24,6152,5484.7983,10
2015-07-25,4713,5164.6113,10
2015-07-26,0,12.336237,10
2015-07-27,7212,7869.8125,10
2015-07-28,6140,6428.61,10
2015-07-29,5524,6350.1626,10
2015-07-30,6186,6093.3716,10
2015-07-31,7185,6079.47,10
2015-06-08,7118,7075.827,11
2015-06-09,6438,6454.572,11
2015-06-10,7456,7266.631,11
2015-06-11,6444,6688.091,11
2015-06-12,6123,6964.8955,11
2015-06-13,5856,5545.1606,11
2015-06-14,0,-84.84544,11
2015-06-15,9241,10467.356,11
2015-06-16,8810,8106.93,11
2015-06-17,8557,9280.201,11
2015-06-18,6637,7530.0415,11
2015-06-19,6592,7950.5776,11
2015-06-20,5293,5583.419,11
2015-06-21,0,-19.88499,11
2015-06-22,6155,7252.067,11
2015-06-23,6003,6208.937,11
2015-06-24,5702,7159.009,11
2015-06-25,6012,6460.1265,11
2015-06-26,6102,6888.461,11
2015-06-27,6001,5835.2773,11
2015-06-28,0,-84.84544,11
2015-06-29,11296,9682.36,11
2015-06-30,11706,9884.742,11
2015-07-01,9599,12036.798,11
2015-07-02,7961,8560.626,11
2015-07-03,7689,7755.5786,11
2015-07-04,5372,5851.198,11
2015-07-05,0,-25.15419,11
2015-07-06,7135,7543.8647,11
2015-07-07,6620,6772.5103,11
2015-07-08,6907,7154.821,11
2015-07-09,6595,6648.4326,11
2015-07-10,6979,6393.0747,11
2015-07-11,5756,5692.865,11
2015-07-12,0,-84.84544,11
2015-07-13,10434,10450.758,11
2015-07-14,9319,9411.092,11
2015-07-15,9645,9357.208,11
2015-07-16,8149,8124.6787,11
2015-07-17,7757,7544.811,11
2015-07-18,5740,5557.577,11
2015-07-19,0,-155.90424,11
2015-07-20,7733,6599.3125,11
2015-07-21,6315,6142.663,11
2015-07-22,7185,7184.1094,11
2015-07-23,6151,6319.978,11
2015-07-24,6192,6312.6606,11
2015-07-25,4712,5501.817,11
2015-07-26,0,-74.45168,11
2015-07-27,8796,9250.468,11
2015-07-28,6938,8356.167,11
2015-07-29,8378,9049.34,11
2015-07-30,7361,8013.821,11
2015-07-31,10457,7610.1743,11
2015-06-08,6382,6933.5874,12
2015-06-09,5772,6079.924,12
2015-06-10,6184,6124.8955,12
2015-06-11,5754,6070.5747,12
2015-06-12,5650,6341.41,12
2015-06-13,6214,6379.8438,12
2015-06-14,0,41.918324,12
2015-06-15,12031,11375.169,12
2015-06-16,9626,10513.35,12
2015-06-17,10070,9615.855,12
2015-06-18,8058,9142.059,12
2015-06-19,8836,8373.724,12
2015-06-20,6602,6634.0503,12
2015-06-21,0,48.79929,12
2015-06-22,5525,6577.72,12
2015-06-23,6046,6000.776,12
2015-06-24,5403,6100.906,12
2015-06-25,6205,6017.4233,12
2015-06-26,6275,6258.165,12
2015-06-27,6546,6326.7446,12
2015-06-28,0,48.79929,12
2015-06-29,13738,12420.675,12
2015-06-30,13704,10594.46,12
2015-07-01,7765,10724.775,12
2015-07-02,7886,8158.771,12
2015-07-03,7311,8587.053,12
2015-07-04,5119,6209.345,12
2015-07-05,0,-0.79637474,12
2015-07-06,6226,6985.2207,12
2015-07-07,5808,6127.1953,12
2015-07-08,6350,6415.9414,12
2015-07-09,6090,6259.1113,12
2015-07-10,6730,6572.6816,12
2015-07-11,6612,6284.001,12
2015-07-12,0,33.722595,12
2015-07-13,11730,11122.594,12
2015-07-14,9336,9914.138,12
2015-07-15,10008,9208.384,12
2015-07-16,9234,9162.564,12
2015-07-17,7684,8706.787,12
2015-07-18,7213,6403.7026,12
2015-07-19,0,32.364258,12
2015-07-20,6754,6298.458,12
2015-07-21,6314,6046.0625,12
2015-07-22,6201,6251.4907,12
2015-07-23,5784,6061.96,12
2015-07-24,6078,6411.1963,12
2015-07-25,5185,6548.959,12
2015-07-26,0,-10.922365,12
2015-07-27,10227,11722.804,12
2015-07-28,8822,9755.849,12
2015-07-29,9236,8818.1455,12
2015-07-30,7996,8495.435,12
2015-07-31,8959,8156.488,12
2015-06-08,4032,3615.9521,13
2015-06-09,3577,3436.816,13
2015-06-10,3533,3533.0134,13
2015-06-11,4677,3362.5125,13
2015-06-12,3541,4240.931,13
2015-06-13,4728,4619.1562,13
2015-06-14,0,-33.588,13
2015-06-15,7808,7927.7197,13
2015-06-16,7159,6010.7114,13
2015-06-17,5885,6730.192,13
2015-06-18,5047,5410.5767,13
2015-06-19,5546,5797.433,13
2015-06-20,4391,4673.5356,13
2015-06-21,0,-33.588,13
2015-06-22,2603,3678.4646,13
2015-06-23,3681,3640.0366,13
2015-06-24,3056,3531.9036,13
2015-06-25,5830,3277.0437,13
2015-06-26,3702,4262.1475,13
2015-06-27,4801,4689.408,13
2015-06-28,0,-33.588,13
2015-06-29,6741,7690.3164,13
2015-06-30,6110,6180.0347,13
2015-07-01,6796,5664.0566,13
2015-07-02,5652,5588.1274,13
2015-07-03,8948,6694.335,13
2015-07-04,3906,5140.626,13
2015-07-05,0,202.74532,13
2015-07-06,3055,3850.8328,13
2015-07-07,3129,3349.2231,13
2015-07-08,3709,3555.087,13
2015-07-09,4350,3920.4539,13
2015-07-10,3639,4504.6455,13
2015-07-11,4031,4730.372,13
2015-07-12,0,202.74532,13
2015-07-13,7525,8001.8716,13
2015-07-14,6422,6501.843,13
2015-07-15,10334,6010.3613,13
2015-07-16,5921,6254.383,13
2015-07-17,5740,5952.3975,13
2015-07-18,4956,4755.676,13
2015-07-19,0,192.55862,13
2015-07-20,3868,4177.642,13
2015-07-21,3080,3410.8735,13
2015-07-22,3164,4693.875,13
2015-07-23,3959,3930.6094,13
2015-07-24,3483,4445.3604,13
2015-07-25,4361,4684.9556,13
2015-07-26,0,202.74532,13
2015-07-27,7926,8781.963,13
2015-07-28,6819,6749.215,13
2015-07-29,6648,7485.287,13
2015-07-30,7648,5824.8706,13
2015-07-31,8821,6981.0938,13
2015-06-08,6111,5355.777,14
2015-06-09,5622,5012.1514,14
2015-06-10,4909,4817.712,14
2015-06-11,5048,4648.409,14
2015-06-12,5108,5310.47,14
2015-06-13,3541,3489.0757,14
2015-06-14,0,34.183815,14
2015-06-15,8077,8650.912,14
2015-06-16,7071,7005.4893,14
2015-06-17,6108,6447.463,14
2015-06-18,5918,6428.5474,14
2015-06-19,6239,6287.527,14
2015-06-20,3472,3528.1792,14
2015-06-21,0,34.183815,14
2015-06-22,4687,5729.3203,14
2015-06-23,5346,4947.0796,14
2015-06-24,5344,4959.4536,14
2015-06-25,5089,4960.4233,14
2015-06-26,5232,5197.3643,14
2015-06-27,3498,3528.903,14
2015-06-28,0,34.183815,14
2015-06-29,8671,8784.084,14
2015-06-30,10175,7801.8174,14
2015-07-01,5881,6193.015,14
2015-07-02,6153,6219.0176,14
2015-07-03,6252,6307.4443,14
2015-07-04,3649,3495.248,14
2015-07-05,0,12.49556,14
2015-07-06,5706,5104.342,14
2015-07-07,4955,5814.5996,14
2015-07-08,4720,4727.3613,14
2015-07-09,5050,4823.086,14
2015-07-10,4981,4965.0083,14
2015-07-11,3103,3488.955,14
2015-07-12,0,4.826238,14
2015-07-13,7202,8297.878,14
2015-07-14,6509,6521.7656,14
2015-07-15,6143,6162.083,14
2015-07-16,6152,6092.4497,14
2015-07-17,5346,6141.221,14
2015-07-18,3254,3454.666,14
2015-07-19,0,0.6864122,14
2015-07-20,4780,5189.5,14
2015-07-21,4518,4504.6587,14
2015-07-22,4409,4529.891,14
2015-07-23,4080,4576.4414,14
2015-07-24,4775,4744.31,14
2015-07-25,2952,3380.7593,14
2015-07-26,0,-6.802568,14
2015-07-27,6614,7283.548,14
2015-07-28,5957,6397.824,14
2015-07-29,5412,5749.0493,14
2015-07-30,5672,5741.711,14
2015-07-31,6544,5766.805,14
2015-06-08,6177,5718.123,15
2015-06-09,5109,5684.4927,15
2015-06-10,5569,5280.8013,15
2015-06-11,5911,5876.1055,15
2015-06-12,5757,6254.686,15
2015-06-13,5787,5833.894,15
2015-06-14,0,68.23557,15
2015-06-15,8825,9983.042,15
2015-06-16,8600,7566.4087,15
2015-06-17,7026,7610.4165,15
2015-06-18,6786,7263.277,15
2015-06-19,7851,7425.413,15
2015-06-20,5405,5953.5034,15
2015-06-21,0,65.477196,15
2015-06-22,5513,5613.4146,15
2015-06-23,5143,5319.8184,15
2015-06-24,5339,5764.0386,15
2015-06-25,4979,5626.5146,15
2015-06-26,6376,6565.462,15
2015-06-27,6275,5945.4253,15
2015-06-28,0,72.20976,15
2015-06-29,11290,10799.63,15
2015-06-30,11332,9219.883,15
2015-07-01,6043,9474.668,15
2015-07-02,7242,6974.621,15
2015-07-03,7554,7240.8965,15
2015-07-04,5388,5936.606,15
2015-07-05,0,28.977997,15
2015-07-06,5431,6021.4673,15
2015-07-07,5555,5758.266,15
2015-07-08,5466,5822.2715,15
2015-07-09,5609,5552.678,15
2015-07-10,6323,6606.7583,15
2015-07-11,5738,5808.366,15
2015-07-12,0,47.617107,15
2015-07-13,8691,9811.703,15
2015-07-14,7857,8142.2524,15
2015-07-15,7885,7257.4824,15
2015-07-16,8501,7480.6206,15
2015-07-17,9368,7482.809,15
2015-07-18,5770,6229.6025,15
2015-07-19,0,-63.548233,15
2015-07-20,6898,6007.0894,15
2015-07-21,5449,5556.8154,15
2015-07-22,4899,5259.504,15
2015-07-23,5623,5260.505,15
2015-07-24,5255,6487.264,15
2015-07-25,5209,5525.5044,15
2015-07-26,0,-59.968643,15
2015-07-27,9053,10214.521,15
